statement,label
It is the case either that the city of Cuttack is in Korea or that the city of Cuttack is in India.,1
It is the case either that the city of Bilimora is in Uzbekistan or that the city of Bilimora is in China.,0
It is the case either that the city of Yichang is in Herzegovina or that the city of Yichang is in China.,1
It is the case either that the city of Ajmer is in Bangladesh or that the city of Ajmer is in Russia.,0
It is the case either that the city of Rohini is in India or that the city of Rohini is in Myanmar.,1
It is the case either that the city of Khabarovsk Vtoroy is in China or that the city of Khabarovsk Vtoroy is in Afghanistan.,0
It is the case either that the city of Chattogram is in Korea or that the city of Chattogram is in Bangladesh.,1
It is the case either that the city of Rawalpindi is in India or that the city of Rawalpindi is in Brazil.,0
It is the case either that the city of New York City is in the United States or that the city of New York City is in Denmark.,1
It is the case either that the city of Foshan is in Mozambique or that the city of Foshan is in China.,0
It is the case either that the city of Adana is in Turkey or that the city of Adana is in China.,1
It is the case either that the city of Almaty is in Iraq or that the city of Almaty is in Brazil.,0
It is the case either that the city of Baoji is in Guatemala or that the city of Baoji is in Honduras.,0
It is the case either that the city of Deyang is in China or that the city of Deyang is in Madagascar.,1
It is the case either that the city of Chisinau is in Germany or that the city of Chisinau is in China.,0
It is the case either that the city of Qom is in Philippines or that the city of Qom is in Vietnam.,0
It is the case either that the city of Bhilai is in India or that the city of Bhilai is in Venezuela.,1
It is the case either that the city of Baise is in India or that the city of Baise is in Japan.,0
It is the case either that the city of Bishkek is in Pakistan or that the city of Bishkek is in Germany.,0
It is the case either that the city of Helsinki is in Finland or that the city of Helsinki is in China.,1
It is the case either that the city of Oyo is in China or that the city of Oyo is in Jordan.,0
It is the case either that the city of Saint Petersburg is in Indonesia or that the city of Saint Petersburg is in Canada.,0
It is the case either that the city of Dushanbe is in Nigeria or that the city of Dushanbe is in Senegal.,0
It is the case either that the city of Nagpur is in India or that the city of Nagpur is in Ukraine.,1
It is the case either that the city of Queens is in the United States or that the city of Queens is in India.,1
It is the case either that the city of Al Ahmadi is in Ghana or that the city of Al Ahmadi is in Japan.,0
It is the case either that the city of Abobo is in Côte d'Ivoire or that the city of Abobo is in Korea.,1
It is the case either that the city of Zagreb is in Japan or that the city of Zagreb is in China.,0
It is the case either that the city of Bloemfontein is in Malaysia or that the city of Bloemfontein is in China.,0
It is the case either that the city of Xiangtan is in China or that the city of Xiangtan is in Ukraine.,1
It is the case either that the city of Ya'an is in Morocco or that the city of Ya'an is in Malawi.,0
It is the case either that the city of Al Mahallah al Kubra is in China or that the city of Al Mahallah al Kubra is in Afghanistan.,0
It is the case either that the city of Aparecida de Goiania is in States or that the city of Aparecida de Goiania is in Brazil.,1
It is the case either that the city of Algiers is in Russia or that the city of Algiers is in Algeria.,1
It is the case either that the city of Sevastopol is in Pakistan or that the city of Sevastopol is in China.,0
It is the case either that the city of Huizhou is in China or that the city of Huizhou is in Indonesia.,1
It is the case either that the city of Linfen is in States or that the city of Linfen is in India.,0
It is the case either that the city of Ya'an is in China or that the city of Ya'an is in Sudan.,1
It is the case either that the city of Nouakchott is in China or that the city of Nouakchott is in Mauritania.,1
It is the case either that the city of Feira de Santana is in India or that the city of Feira de Santana is in Brazil.,1
It is the case either that the city of E'zhou is in Russia or that the city of E'zhou is in Malaysia.,0
It is the case either that the city of Tomsk is in Ghana or that the city of Tomsk is in Japan.,0
It is the case either that the city of Faisalabad is in China or that the city of Faisalabad is in India.,0
It is the case either that the city of Gold Coast is in India or that the city of Gold Coast is in Australia.,1
It is the case either that the city of Vadodara is in China or that the city of Vadodara is in India.,1
It is the case either that the city of Anyang-si is in South Korea or that the city of Anyang-si is in Germany.,1
It is the case either that the city of Almaty is in Pakistan or that the city of Almaty is in Iraq.,0
It is the case either that the city of Torreon is in Brazil or that the city of Torreon is in Mexico.,1
It is the case either that the city of Frankfurt am Main is in Germany or that the city of Frankfurt am Main is in China.,1
It is the case either that the city of Kalyan is in Colombia or that the city of Kalyan is in India.,1
It is the case either that the city of San Pedro Sula is in Brazil or that the city of San Pedro Sula is in India.,0
It is the case either that the city of Baoji is in India or that the city of Baoji is in China.,1
It is the case either that the city of Santiago de Cuba is in Ukraine or that the city of Santiago de Cuba is in India.,0
It is the case either that the city of Bhayandar is in China or that the city of Bhayandar is in Nigeria.,0
It is the case either that the city of Hangzhou is in Pakistan or that the city of Hangzhou is in Russia.,0
It is the case either that the city of Puente Alto is in Chile or that the city of Puente Alto is in Myanmar.,1
It is the case either that the city of Harare is in Korea or that the city of Harare is in Turkey.,0
It is the case either that the city of Da Nang is in China or that the city of Da Nang is in India.,0
It is the case either that the city of Luohe is in China or that the city of Luohe is in Brazil.,0
It is the case either that the city of Jaboatao is in Syria or that the city of Jaboatao is in China.,0
It is the case either that the city of Abobo is in Côte Korea or that the city of Abobo is in d'Ivoire.,1
It is the case either that the city of Namangan is in Uzbekistan or that the city of Namangan is in Faso.,1
It is the case either that the city of Zunyi is in Republic or that the city of Zunyi is in China.,1
It is the case either that the city of Sofia is in Kenya or that the city of Sofia is in Bulgaria.,1
It is the case either that the city of Deyang is in China or that the city of Deyang is in Turkey.,1
It is the case either that the city of Esenler is in d'Ivoire or that the city of Esenler is in India.,0
It is the case either that the city of Vadodara is in India or that the city of Vadodara is in Poland.,1
It is the case either that the city of Qinhuangdao is in Eritrea or that the city of Qinhuangdao is in Lebanon.,0
It is the case either that the city of Amman is in Malaysia or that the city of Amman is in Russia.,0
It is the case either that the city of Bandar Lampung is in South Russia or that the city of Bandar Lampung is in Africa.,0
It is the case either that the city of Wenzhou is in Ghana or that the city of Wenzhou is in China.,1
It is the case either that the city of Tebessa is in Venezuela or that the city of Tebessa is in India.,0
It is the case either that the city of Marrakesh is in China or that the city of Marrakesh is in Morocco.,1
It is the case either that the city of Karachi is in Cameroon or that the city of Karachi is in India.,0
It is the case either that the city of Tangerang is in China or that the city of Tangerang is in India.,0
It is the case either that the city of Nouakchott is in Mauritania or that the city of Nouakchott is in India.,1
It is the case either that the city of Kahriz is in Uzbekistan or that the city of Kahriz is in China.,0
It is the case either that the city of Makassar is in India or that the city of Makassar is in China.,0
It is the case either that the city of Budapest is in Indonesia or that the city of Budapest is in Hungary.,1
It is the case either that the city of Maracaibo is in Russia or that the city of Maracaibo is in Indonesia.,0
It is the case either that the city of Sao Bernardo do Campo is in Korea or that the city of Sao Bernardo do Campo is in Zambia.,0
It is the case either that the city of Suwon is in Russia or that the city of Suwon is in China.,0
It is the case either that the city of Vadodara is in Japan or that the city of Vadodara is in India.,1
It is the case either that the city of Sangli is in China or that the city of Sangli is in Japan.,0
It is the case either that the city of Amritsar is in Brazil or that the city of Amritsar is in Moldova.,0
It is the case either that the city of Mazar-e Sharif is in Germany or that the city of Mazar-e Sharif is in India.,0
It is the case either that the city of Cangzhou is in Germany or that the city of Cangzhou is in Japan.,0
It is the case either that the city of Banjarmasin is in South Korea or that the city of Banjarmasin is in Iraq.,0
It is the case either that the city of Ranchi is in Myanmar or that the city of Ranchi is in India.,1
It is the case either that the city of Thuan An is in Vietnam or that the city of Thuan An is in Russia.,1
It is the case either that the city of Bilimora is in Uzbekistan or that the city of Bilimora is in China.,0
It is the case either that the city of Nairobi is in Mexico or that the city of Nairobi is in Mozambique.,0
It is the case either that the city of Shijiazhuang is in China or that the city of Shijiazhuang is in Uzbekistan.,0
It is the case either that the city of Deyang is in Japan or that the city of Deyang is in China.,0
It is the case either that the city of Namangan is in Uzbekistan or that the city of Namangan is in India.,1
It is the case either that the city of Zhangye is in Venezuela or that the city of Zhangye is in Malaysia.,0
It is the case either that the city of Lanzhou is in Mexico or that the city of Lanzhou is in China.,0
It is the case either that the city of Jiujiang is in Latvia or that the city of Jiujiang is in China.,1
It is the case either that the city of Bengbu is in India or that the city of Bengbu is in Emirates.,0
It is the case either that the city of Reynosa is in China or that the city of Reynosa is in Africa.,0
It is the case either that the city of Novosibirsk is in China or that the city of Novosibirsk is in Russia.,1
It is the case either that the city of Varanasi is in India or that the city of Varanasi is in Lithuania.,1
It is the case either that the city of Dortmund is in India or that the city of Dortmund is in Philippines.,0
It is the case either that the city of Jamshedpur is in India or that the city of Jamshedpur is in Yemen.,1
It is the case either that the city of E'zhou is in India or that the city of E'zhou is in China.,1
It is the case either that the city of Leon de los Aldama is in Mexico or that the city of Leon de los Aldama is in Chile.,1
It is the case either that the city of Yangjiang is in China or that the city of Yangjiang is in Indonesia.,0
It is the case either that the city of Chenzhou is in Brazil or that the city of Chenzhou is in India.,0
It is the case either that the city of San Luis Potosi is in the Democratic Republic of the Syria or that the city of San Luis Potosi is in Congo.,0
It is the case either that the city of Surakarta is in Mexico or that the city of Surakarta is in India.,0
It is the case either that the city of Karaj is in China or that the city of Karaj is in India.,0
It is the case either that the city of Zhanjiang is in China or that the city of Zhanjiang is in Yemen.,1
It is the case either that the city of Bandar Lampung is in Indonesia or that the city of Bandar Lampung is in China.,1
It is the case either that the city of Panzhihua is in Pakistan or that the city of Panzhihua is in Iran.,0
It is the case either that the city of Zhangye is in Venezuela or that the city of Zhangye is in Malaysia.,0
It is the case either that the city of Pasig City is in Turkey or that the city of Pasig City is in Morocco.,0
It is the case either that the city of Kyiv is in Russia or that the city of Kyiv is in Iran.,0
It is the case either that the city of Tembisa is in South Japan or that the city of Tembisa is in Africa.,1
It is the case either that the city of Yerevan is in Iraq or that the city of Yerevan is in Armenia.,1
It is the case either that the city of Arak is in Algeria or that the city of Arak is in Iran.,1
It is the case either that the city of Culiacan is in China or that the city of Culiacan is in Mexico.,1
It is the case either that the city of Antwerpen is in Belgium or that the city of Antwerpen is in Iran.,1
It is the case either that the city of Ciudad Guayana is in Turkey or that the city of Ciudad Guayana is in Venezuela.,1
It is the case either that the city of Urumqi is in Brazil or that the city of Urumqi is in China.,1
It is the case either that the city of Mogadishu is in Iran or that the city of Mogadishu is in Kenya.,0
It is the case either that the city of Bulawayo is in India or that the city of Bulawayo is in China.,0
It is the case either that the city of Novosibirsk is in Tanzania or that the city of Novosibirsk is in Russia.,1
It is the case either that the city of Nasiriyah is in Iraq or that the city of Nasiriyah is in Bangladesh.,1
It is the case either that the city of Mosul is in China or that the city of Mosul is in Korea.,0
It is the case either that the city of Xianning is in Lebanon or that the city of Xianning is in India.,0
It is the case either that the city of Tashkent is in Egypt or that the city of Tashkent is in Uzbekistan.,1
It is the case either that the city of Almaty is in Vietnam or that the city of Almaty is in Kazakhstan.,1
It is the case either that the city of Isfahan is in Iran or that the city of Isfahan is in Ghana.,1
It is the case either that the city of Balikpapan is in Japan or that the city of Balikpapan is in China.,0
It is the case either that the city of Bikaner is in South Russia or that the city of Bikaner is in Korea.,0
It is the case either that the city of Thane is in India or that the city of Thane is in Korea.,1
It is the case either that the city of Mar del Plata is in Algeria or that the city of Mar del Plata is in Nigeria.,0
It is the case either that the city of Siliguri is in Finland or that the city of Siliguri is in India.,1
It is the case either that the city of Rahim Yar Khan is in Lithuania or that the city of Rahim Yar Khan is in Venezuela.,0
It is the case either that the city of Gaziantep is in Korea or that the city of Gaziantep is in Turkey.,1
It is the case either that the city of Nanded is in China or that the city of Nanded is in Congo.,0
It is the case either that the city of Kleinzschocher is in Germany or that the city of Kleinzschocher is in Iran.,1
It is the case either that the city of Hangzhou is in Japan or that the city of Hangzhou is in China.,1
It is the case either that the city of Kobe is in Japan or that the city of Kobe is in China.,1
It is the case either that the city of Guang'an is in Germany or that the city of Guang'an is in Egypt.,0
It is the case either that the city of Comilla is in Russia or that the city of Comilla is in Bangladesh.,1
It is the case either that the city of Siliguri is in China or that the city of Siliguri is in India.,1
It is the case either that the city of Yibin is in Brazil or that the city of Yibin is in Russia.,0
It is the case either that the city of Pretoria is in Malaysia or that the city of Pretoria is in India.,0
It is the case either that the city of Hannover is in Brazil or that the city of Hannover is in China.,0
It is the case either that the city of Karachi is in India or that the city of Karachi is in China.,0
It is the case either that the city of Hegang is in Russia or that the city of Hegang is in China.,0
It is the case either that the city of Daejeon is in South India or that the city of Daejeon is in Korea.,1
It is the case either that the city of Sapporo is in Japan or that the city of Sapporo is in Mexico.,0
It is the case either that the city of Putian is in Philippines or that the city of Putian is in Vietnam.,0
It is the case either that the city of Hebi is in Egypt or that the city of Hebi is in China.,1
It is the case either that the city of Kahriz is in China or that the city of Kahriz is in Uzbekistan.,0
It is the case either that the city of Kota Bharu is in Norway or that the city of Kota Bharu is in China.,0
It is the case either that the city of Recife is in North Korea or that the city of Recife is in Venezuela.,0
It is the case either that the city of Boumerdes is in Algeria or that the city of Boumerdes is in India.,1
It is the case either that the city of Peshawar is in Pakistan or that the city of Peshawar is in India.,1
It is the case either that the city of Matola is in Thailand or that the city of Matola is in India.,0
It is the case either that the city of Johor Bahru is in China or that the city of Johor Bahru is in Cuba.,0
It is the case either that the city of Wuwei is in China or that the city of Wuwei is in India.,1
It is the case either that the city of Shangqiu is in South Germany or that the city of Shangqiu is in Korea.,0
It is the case either that the city of Shenyang is in India or that the city of Shenyang is in China.,1
It is the case either that the city of Jiujiang is in China or that the city of Jiujiang is in Pakistan.,1
It is the case either that the city of Beijing is in Ghana or that the city of Beijing is in Africa.,0
It is the case either that the city of Weihai is in Brazil or that the city of Weihai is in Russia.,0
It is the case either that the city of Brasilia is in South Korea or that the city of Brasilia is in Japan.,0
It is the case either that the city of Queens is in Vietnam or that the city of Queens is in India.,0
It is the case either that the city of Xining is in China or that the city of Xining is in Germany.,1
It is the case either that the city of Kleinzschocher is in Germany or that the city of Kleinzschocher is in China.,1
It is the case either that the city of Cotonou is in Benin or that the city of Cotonou is in India.,1
It is the case either that the city of Lyon is in France or that the city of Lyon is in Nigeria.,1
It is the case either that the city of Tianjin is in Turkey or that the city of Tianjin is in China.,1
It is the case either that the city of Xinyang is in Japan or that the city of Xinyang is in Russia.,0
It is the case either that the city of Tianjin is in Nigeria or that the city of Tianjin is in Bangladesh.,0
It is the case either that the city of Zapopan is in China or that the city of Zapopan is in Ghana.,0
It is the case either that the city of Makassar is in China or that the city of Makassar is in Mexico.,0
It is the case either that the city of Orumiyeh is in Saudi Malaysia or that the city of Orumiyeh is in Arabia.,0
It is the case either that the city of Vadodara is in China or that the city of Vadodara is in Russia.,0
It is the case either that the city of Bhubaneswar is in India or that the city of Bhubaneswar is in Indonesia.,1
It is the case either that the city of Pingliang is in Turkey or that the city of Pingliang is in Tanzania.,0
It is the case either that the city of Bhayandar is in Nigeria or that the city of Bhayandar is in India.,1
It is the case either that the city of Meerut is in India or that the city of Meerut is in Brazil.,1
It is the case either that the city of Ranchi is in Russia or that the city of Ranchi is in Venezuela.,0
It is the case either that the city of Ciudad Juarez is in Pakistan or that the city of Ciudad Juarez is in India.,0
It is the case either that the city of Zunyi is in Senegal or that the city of Zunyi is in Brazil.,0
It is the case either that the city of Abeokuta is in Nigeria or that the city of Abeokuta is in India.,1
It is the case either that the city of Jambi City is in Indonesia or that the city of Jambi City is in Arabia.,1
It is the case either that the city of Peshawar is in Pakistan or that the city of Peshawar is in China.,1
It is the case either that the city of Ulsan is in South China or that the city of Ulsan is in Africa.,0
It is the case either that the city of Cotonou is in Bulgaria or that the city of Cotonou is in Benin.,1
It is the case either that the city of Jeonju is in the United States or that the city of Jeonju is in China.,0
It is the case either that the city of Tangerang is in Japan or that the city of Tangerang is in China.,0
It is the case either that the city of Amritsar is in Moldova or that the city of Amritsar is in Niger.,0
It is the case either that the city of Khulna is in Bangladesh or that the city of Khulna is in Senegal.,1
It is the case either that the city of Zunyi is in Pakistan or that the city of Zunyi is in China.,1
It is the case either that the city of Chennai is in Japan or that the city of Chennai is in China.,0
It is the case either that the city of Busan is in South Korea or that the city of Busan is in India.,1
It is the case either that the city of Matsuyama is in Mexico or that the city of Matsuyama is in Japan.,1
It is the case either that the city of Tembisa is in the Philippines or that the city of Tembisa is in India.,0
It is the case either that the city of Vladivostok is in China or that the city of Vladivostok is in Russia.,1
It is the case either that the city of Ryazan' is in Russia or that the city of Ryazan' is in China.,1
It is the case either that the city of Orumiyeh is in Saudi Arabia or that the city of Orumiyeh is in China.,0
It is the case either that the city of Santo Domingo Este is in India or that the city of Santo Domingo Este is in Russia.,0
It is the case either that the city of Goiania is in China or that the city of Goiania is in Ukraine.,0
It is the case either that the city of Linyi is in Iraq or that the city of Linyi is in States.,0
It is the case either that the city of Bogor is in Indonesia or that the city of Bogor is in Brazil.,1
It is the case either that the city of Poznan is in Mexico or that the city of Poznan is in States.,0
It is the case either that the city of Rawalpindi is in Pakistan or that the city of Rawalpindi is in China.,1
It is the case either that the city of Huizhou is in China or that the city of Huizhou is in Congo.,1
It is the case either that the city of Caracas is in China or that the city of Caracas is in Sudan.,0
It is the case either that the city of Quetta is in Russia or that the city of Quetta is in Pakistan.,1
It is the case either that the city of Fukuoka is in Senegal or that the city of Fukuoka is in Japan.,0
It is the case either that the city of New South Memphis is in China or that the city of New South Memphis is in Japan.,0
It is the case either that the city of Lahore is in China or that the city of Lahore is in Pakistan.,1
It is the case either that the city of Cheongju-si is in India or that the city of Cheongju-si is in China.,0
It is the case either that the city of Zaozhuang is in China or that the city of Zaozhuang is in Finland.,1
It is the case either that the city of Qingdao is in Congo or that the city of Qingdao is in India.,0
It is the case either that the city of Arak is in India or that the city of Arak is in Myanmar.,0
It is the case either that the city of Cebu City is in Mexico or that the city of Cebu City is in China.,0
It is the case either that the city of Weihai is in China or that the city of Weihai is in Brazil.,1
It is the case either that the city of Zhabei is in China or that the city of Zhabei is in Somalia.,1
It is the case either that the city of Leipzig is in Germany or that the city of Leipzig is in India.,1
It is the case either that the city of Konya is in China or that the city of Konya is in Turkey.,1
It is the case either that the city of Can Tho is in Turkey or that the city of Can Tho is in Vietnam.,1
It is the case either that the city of Sulaymaniyah is in Iraq or that the city of Sulaymaniyah is in China.,1
It is the case either that the city of Jiangyin is in China or that the city of Jiangyin is in States.,1
It is the case either that the city of Iztapalapa is in Iraq or that the city of Iztapalapa is in Yemen.,0
It is the case either that the city of Palembang is in Indonesia or that the city of Palembang is in Lithuania.,1
It is the case either that the city of Ranchi is in Venezuela or that the city of Ranchi is in China.,0
It is the case either that the city of Ufa is in South States or that the city of Ufa is in Korea.,0
It is the case either that the city of Ulan Bator is in Brazil or that the city of Ulan Bator is in Mongolia.,1
It is the case either that the city of Subang Jaya is in China or that the city of Subang Jaya is in Germany.,0
It is the case either that the city of Rostov-na-Donu is in the United Arab Emirates or that the city of Rostov-na-Donu is in Togo.,0
It is the case either that the city of Antananarivo is in Madagascar or that the city of Antananarivo is in Malawi.,1
It is the case either that the city of Zarqa is in Mexico or that the city of Zarqa is in Jordan.,1
It is the case either that the city of Milwaukee is in the United States or that the city of Milwaukee is in China.,1
It is the case either that the city of Curitiba is in China or that the city of Curitiba is in India.,0
It is the case either that the city of Zhangye is in Venezuela or that the city of Zhangye is in China.,0
It is the case either that the city of Da Nang is in Vietnam or that the city of Da Nang is in China.,0
It is the case either that the city of Yaroslavl is in Sweden or that the city of Yaroslavl is in Russia.,1
It is the case either that the city of Indore is in China or that the city of Indore is in Turkey.,0
It is the case either that the city of Tlalpan is in Mexico or that the city of Tlalpan is in Nicaragua.,1
It is the case either that the city of Rourkela is in Brazil or that the city of Rourkela is in Korea.,0
It is the case either that the city of Bangkok is in Myanmar or that the city of Bangkok is in Thailand.,1
It is the case either that the city of Enugu is in Nigeria or that the city of Enugu is in China.,1
It is the case either that the city of Can Tho is in Venezuela or that the city of Can Tho is in Gabon.,0
It is the case either that the city of Callao is in Peru or that the city of Callao is in Japan.,1
It is the case either that the city of Taiz is in Algeria or that the city of Taiz is in Yemen.,1
It is the case either that the city of Naberezhnyye Chelny is in Morocco or that the city of Naberezhnyye Chelny is in Brazil.,0
It is the case either that the city of Suwon is in South Korea or that the city of Suwon is in China.,1
It is the case either that the city of Yaounde is in Indonesia or that the city of Yaounde is in China.,0
It is the case either that the city of Sapporo is in Brazil or that the city of Sapporo is in Mexico.,0
It is the case either that the city of Nouakchott is in Mauritania or that the city of Nouakchott is in Vietnam.,1
It is the case either that the city of Diyarbakir is in Colombia or that the city of Diyarbakir is in Kenya.,0
It is the case either that the city of Malatya is in Turkey or that the city of Malatya is in Mozambique.,1
It is the case either that the city of Ulyanovsk is in Ukraine or that the city of Ulyanovsk is in China.,0
It is the case either that the city of Madurai is in Lebanon or that the city of Madurai is in Burundi.,0
It is the case either that the city of Ahvaz is in Iran or that the city of Ahvaz is in India.,1
It is the case either that the city of Bahawalpur is in China or that the city of Bahawalpur is in Vietnam.,0
It is the case either that the city of Dammam is in Saudi Arabia or that the city of Dammam is in Republic.,1
It is the case either that the city of Milwaukee is in Iran or that the city of Milwaukee is in China.,0
It is the case either that the city of Novosibirsk is in Russia or that the city of Novosibirsk is in China.,1
It is the case either that the city of Madinat an Nasr is in India or that the city of Madinat an Nasr is in Nicaragua.,0
It is the case either that the city of Cape Town is in South Bangladesh or that the city of Cape Town is in Africa.,1
It is the case either that the city of Al Ahmadi is in Iraq or that the city of Al Ahmadi is in Kuwait.,1
It is the case either that the city of Lyon is in China or that the city of Lyon is in France.,1
It is the case either that the city of Helsinki is in Finland or that the city of Helsinki is in Pakistan.,1
It is the case either that the city of Nashik is in India or that the city of Nashik is in China.,1
It is the case either that the city of Incheon is in Russia or that the city of Incheon is in India.,0
It is the case either that the city of Panzhihua is in China or that the city of Panzhihua is in Japan.,1
It is the case either that the city of Yaroslavl is in Brazil or that the city of Yaroslavl is in Russia.,1
It is the case either that the city of Jiaxing is in India or that the city of Jiaxing is in Ukraine.,0
It is the case either that the city of Ahvaz is in Iran or that the city of Ahvaz is in China.,1
It is the case either that the city of Barquisimeto is in Poland or that the city of Barquisimeto is in Mexico.,0
It is the case either that the city of Luancheng is in China or that the city of Luancheng is in Brazil.,0
It is the case either that the city of Dehra Dun is in Iraq or that the city of Dehra Dun is in China.,0
It is the case either that the city of Ciudad Guayana is in Venezuela or that the city of Ciudad Guayana is in Kenya.,1
It is the case either that the city of Lusaka is in China or that the city of Lusaka is in Poland.,0
It is the case either that the city of Haiphong is in Vietnam or that the city of Haiphong is in India.,1
It is the case either that the city of Mersin is in Ukraine or that the city of Mersin is in Turkey.,1
It is the case either that the city of Tangshan is in India or that the city of Tangshan is in Malaysia.,0
It is the case either that the city of Guilin is in the Dominican Republic or that the city of Guilin is in Korea.,0
It is the case either that the city of Suez is in Egypt or that the city of Suez is in Philippines.,1
It is the case either that the city of Ufa is in South Korea or that the city of Ufa is in Turkey.,0
It is the case either that the city of Guigang is in China or that the city of Guigang is in Brazil.,1
It is the case either that the city of Leon de los Aldama is in India or that the city of Leon de los Aldama is in China.,0
It is the case either that the city of Rui'an is in Indonesia or that the city of Rui'an is in China.,0
It is the case either that the city of Zahedan is in Iran or that the city of Zahedan is in Russia.,1
It is the case either that the city of Jinan is in China or that the city of Jinan is in Rwanda.,0
It is the case either that the city of Quzhou is in China or that the city of Quzhou is in Mexico.,1
It is the case either that the city of Kanayannur is in Saudi Arabia or that the city of Kanayannur is in China.,0
It is the case either that the city of Nasiriyah is in Iraq or that the city of Nasiriyah is in Zimbabwe.,1
It is the case either that the city of Baku is in Ukraine or that the city of Baku is in China.,0
It is the case either that the city of Nanchang is in Philippines or that the city of Nanchang is in China.,1
It is the case either that the city of Herat is in States or that the city of Herat is in China.,0
It is the case either that the city of Perm is in Brazil or that the city of Perm is in Russia.,1
It is the case either that the city of Sanya is in China or that the city of Sanya is in States.,1
It is the case either that the city of Santo Domingo Este is in India or that the city of Santo Domingo Este is in China.,0
It is the case either that the city of Bikaner is in India or that the city of Bikaner is in States.,1
It is the case either that the city of Suizhou is in Ukraine or that the city of Suizhou is in China.,1
It is the case either that the city of Benin City is in China or that the city of Benin City is in Mozambique.,0
It is the case either that the city of Goyang-si is in China or that the city of Goyang-si is in Russia.,0
It is the case either that the city of Rahim Yar Khan is in Pakistan or that the city of Rahim Yar Khan is in Emirates.,1
It is the case either that the city of Volgograd is in Japan or that the city of Volgograd is in Nigeria.,0
It is the case either that the city of Quebec is in Canada or that the city of Quebec is in Bangladesh.,1
It is the case either that the city of Rui'an is in Mozambique or that the city of Rui'an is in Indonesia.,0
It is the case either that the city of Quetta is in Senegal or that the city of Quetta is in Kenya.,0
It is the case either that the city of Zaporizhzhya is in South Korea or that the city of Zaporizhzhya is in China.,0
It is the case either that the city of Luohe is in India or that the city of Luohe is in China.,1
It is the case either that the city of N'Djamena is in India or that the city of N'Djamena is in China.,0
It is the case either that the city of Kozhikode is in India or that the city of Kozhikode is in Iraq.,1
It is the case either that the city of Linyi is in China or that the city of Linyi is in Iran.,1
It is the case either that the city of Arak is in India or that the city of Arak is in China.,0
It is the case either that the city of Barnaul is in Russia or that the city of Barnaul is in India.,1
It is the case either that the city of Dandong is in Kenya or that the city of Dandong is in China.,1
It is the case either that the city of Culiacan is in China or that the city of Culiacan is in Mexico.,1
It is the case either that the city of Kanpur is in India or that the city of Kanpur is in China.,1
It is the case either that the city of San Miguel de Tucuman is in China or that the city of San Miguel de Tucuman is in Brazil.,0
It is the case either that the city of Mbuji-Mayi is in the Democratic Republic of the Iraq or that the city of Mbuji-Mayi is in Congo.,1
It is the case either that the city of Kermanshah is in Republic or that the city of Kermanshah is in China.,0
It is the case either that the city of Ta'if is in Russia or that the city of Ta'if is in Venezuela.,0
It is the case either that the city of Bouake is in China or that the city of Bouake is in Congo.,0
