statement,label
It is the case either that the inventor Josephine Cochrane lived in France or that the inventor Josephine Cochrane lived in Germany.,0
It is the case either that the inventor Samuel Fox lived in the U.K or that the inventor Samuel Fox lived in Denmark.,1
It is the case either that the inventor Charles Fritts lived in Germany or that the inventor Charles Fritts lived in the U.S.,1
It is the case either that the inventor Rudolf Diesel lived in the U.S or that the inventor Rudolf Diesel lived in Germany.,1
It is the case either that the inventor Charles Francis Jenkins lived in the U.S or that the inventor Charles Francis Jenkins lived in Germany.,0
It is the case either that the inventor Emile Berliner lived in France or that the inventor Emile Berliner lived in Russia.,0
It is the case either that the inventor Guglielmo Marconi lived in Sweden/the U.S or that the inventor Guglielmo Marconi lived in Italy.,1
It is the case either that the inventor Charles Cros lived in Russia or that the inventor Charles Cros lived in the U.S.,0
It is the case either that the inventor Igor Tamm lived in the U.S or that the inventor Igor Tamm lived in Canada.,0
It is the case either that the inventor Leon Theremin lived in the U.S or that the inventor Leon Theremin lived in Russia.,1
It is the case either that the inventor Reginald Fessenden lived in Hungary or that the inventor Reginald Fessenden lived in Canada/the U.S.,1
It is the case either that the inventor George Cayley lived in the U.K or that the inventor George Cayley lived in the U.S.,1
It is the case either that the inventor Kwolek lived in the U.S or that the inventor Kwolek lived in Finland.,0
It is the case either that the inventor Christian Huygens lived in Scotland or that the inventor Christian Huygens lived in the Soviet Union.,0
It is the case either that the inventor Sir Humphry Davy lived in Italy or that the inventor Sir Humphry Davy lived in the U.S.,0
It is the case either that the inventor Alec Jeffreys lived in the U.S or that the inventor Alec Jeffreys lived in the U.K.,1
It is the case either that the inventor Arthur Fry lived in Norway or that the inventor Arthur Fry lived in the U.S.,1
It is the case either that the inventor Lester Wire lived in the U.S or that the inventor Lester Wire lived in the U.K.,1
It is the case either that the inventor Édouard-Léon Scott de Martinville lived in France or that the inventor Édouard-Léon Scott de Martinville lived in Poland/France.,1
It is the case either that the inventor Herbert Akroyd Stuart lived in Russia or that the inventor Herbert Akroyd Stuart lived in France.,0
It is the case either that the inventor Charles Strite lived in the U.K or that the inventor Charles Strite lived in the U.S.,1
It is the case either that the inventor Édouard-Léon Scott de Martinville lived in Russia or that the inventor Édouard-Léon Scott de Martinville lived in France.,1
It is the case either that the inventor Henri Giffard lived in Germany or that the inventor Henri Giffard lived in the U.S.,0
It is the case either that the inventor Albert Ghiorso lived in Poland/France or that the inventor Albert Ghiorso lived in the U.S.,1
It is the case either that the inventor Henri Giffard lived in the U.S or that the inventor Henri Giffard lived in Ukraine/the U.S.,0
It is the case either that the inventor Ada Lovelace lived in Germany or that the inventor Ada Lovelace lived in the U.S.,0
It is the case either that the inventor Cai Lun lived in China or that the inventor Cai Lun lived in Germany.,1
It is the case either that the inventor Alexander Fleming lived in France or that the inventor Alexander Fleming lived in the U.S.,0
It is the case either that the inventor James West lived in Germany or that the inventor James West lived in the U.S.,1
It is the case either that the inventor Yoshiro Nakamatsu lived in the U.K or that the inventor Yoshiro Nakamatsu lived in the U.S.,0
It is the case either that the inventor Charles Townes lived in France or that the inventor Charles Townes lived in the U.S.,1
It is the case either that the inventor Gustaf Dalén lived in Germany or that the inventor Gustaf Dalén lived in the U.S.,0
It is the case either that the inventor Walter Hunt lived in the U.S or that the inventor Walter Hunt lived in the U.K.,1
It is the case either that the inventor George Antheil lived in Germany or that the inventor George Antheil lived in the U.S.,1
It is the case either that the inventor Alan Turing lived in the U.K or that the inventor Alan Turing lived in the Netherlands.,1
It is the case either that the inventor George Cayley lived in France or that the inventor George Cayley lived in Canada.,0
It is the case either that the inventor James West lived in the U.S or that the inventor James West lived in the U.K.,1
It is the case either that the inventor Charles Francis Richter lived in France or that the inventor Charles Francis Richter lived in Ancient Greece.,0
It is the case either that the inventor Ralph Benjamin lived in the U.K or that the inventor Ralph Benjamin lived in the U.S.,1
It is the case either that the inventor Sir Charles Parsons lived in Canada or that the inventor Sir Charles Parsons lived in the U.S.,0
It is the case either that the inventor Mary Phelps Jacob lived in Ukraine/the U.S or that the inventor Mary Phelps Jacob lived in Scotland.,0
It is the case either that the inventor Zhores Alferov lived in the U.S or that the inventor Zhores Alferov lived in the U.K.,0
It is the case either that the inventor Albert Ghiorso lived in the U.S or that the inventor Albert Ghiorso lived in Italy.,1
It is the case either that the inventor James Clerk Maxwell lived in the U.K or that the inventor James Clerk Maxwell lived in Sweden.,1
It is the case either that the inventor Ignazio Porro lived in the U.S or that the inventor Ignazio Porro lived in the Soviet Union.,0
It is the case either that the inventor Josephine Cochrane lived in the U.S or that the inventor Josephine Cochrane lived in Germany.,0
It is the case either that the inventor Charles Francis Jenkins lived in the U.S or that the inventor Charles Francis Jenkins lived in Scotland.,1
It is the case either that the inventor Ada Lovelace lived in the Soviet Union or that the inventor Ada Lovelace lived in the U.K.,1
It is the case either that the inventor Candace Pert lived in Germany or that the inventor Candace Pert lived in the U.S.,1
It is the case either that the inventor Clyde Tombaugh lived in the U.S or that the inventor Clyde Tombaugh lived in Italy.,1
It is the case either that the inventor Herbert Akroyd Stuart lived in France or that the inventor Herbert Akroyd Stuart lived in Russia.,0
It is the case either that the inventor Willis Carrier lived in Russia or that the inventor Willis Carrier lived in the U.S.,1
It is the case either that the inventor Alec Jeffreys lived in Germany or that the inventor Alec Jeffreys lived in the U.K.,1
It is the case either that the inventor Willem Einthoven lived in the Netherlands or that the inventor Willem Einthoven lived in Germany.,1
It is the case either that the inventor Charles Babbage lived in the U.S or that the inventor Charles Babbage lived in the U.K.,1
It is the case either that the inventor Hedy Lamarr lived in the U.K or that the inventor Hedy Lamarr lived in Austria/the U.S.,1
It is the case either that the inventor Hans Oersted lived in Denmark or that the inventor Hans Oersted lived in Finland.,1
It is the case either that the inventor August Horch lived in Denmark or that the inventor August Horch lived in Russia.,0
It is the case either that the inventor Valdemar Poulsen lived in Scotland or that the inventor Valdemar Poulsen lived in Russia.,0
It is the case either that the inventor Hippolyte Mège-Mouriès lived in the U.K or that the inventor Hippolyte Mège-Mouriès lived in France.,1
It is the case either that the inventor Reginald Fessenden lived in Austria/the U.S or that the inventor Reginald Fessenden lived in Canada/the U.S.,1
It is the case either that the inventor Alfred Nobel lived in the U.S or that the inventor Alfred Nobel lived in the U.K.,0
It is the case either that the inventor Edwin H. Land lived in Germany or that the inventor Edwin H. Land lived in the U.S.,1
It is the case either that the inventor Ferdinand Carré lived in France or that the inventor Ferdinand Carré lived in the U.S.,0
It is the case either that the inventor Clyde Tombaugh lived in Russia or that the inventor Clyde Tombaugh lived in the U.S.,1
It is the case either that the inventor Ernest Swinton lived in the U.K or that the inventor Ernest Swinton lived in Canada.,1
It is the case either that the inventor Joseph Bramah lived in the U.S or that the inventor Joseph Bramah lived in the U.K.,1
It is the case either that the inventor Florence Parpart lived in Russia or that the inventor Florence Parpart lived in the U.S.,1
It is the case either that the inventor Nikolai Basov lived in the Soviet Union or that the inventor Nikolai Basov lived in the U.S.,1
It is the case either that the inventor John Boyd Dunlop lived in the U.K or that the inventor John Boyd Dunlop lived in Scotland.,1
It is the case either that the inventor Zhores Alferov lived in France or that the inventor Zhores Alferov lived in the U.K.,0
It is the case either that the inventor James Murray Spangler lived in Japan or that the inventor James Murray Spangler lived in the U.K.,0
It is the case either that the inventor Rudolf Kálmán lived in France or that the inventor Rudolf Kálmán lived in the U.K.,0
It is the case either that the inventor Valdemar Poulsen lived in the U.S or that the inventor Valdemar Poulsen lived in Denmark.,1
It is the case either that the inventor Alfred Nobel lived in the U.S or that the inventor Alfred Nobel lived in the Netherlands.,0
It is the case either that the inventor Igor Sikorsky lived in Ukraine/the U.S or that the inventor Igor Sikorsky lived in Canada.,1
It is the case either that the inventor Grace Hopper lived in the U.K or that the inventor Grace Hopper lived in France.,0
It is the case either that the inventor Daniel Fahrenheit lived in the U.S or that the inventor Daniel Fahrenheit lived in Germany.,0
It is the case either that the inventor Wilhelm Conrad Röntgen lived in France or that the inventor Wilhelm Conrad Röntgen lived in the U.S.,0
It is the case either that the inventor David Edward Hughes lived in the U.S or that the inventor David Edward Hughes lived in Denmark.,1
It is the case either that the inventor Walter Hunt lived in the U.S or that the inventor Walter Hunt lived in Finland.,1
It is the case either that the inventor Clyde Tombaugh lived in the U.S or that the inventor Clyde Tombaugh lived in Canada.,1
It is the case either that the inventor John Ericsson lived in Sweden or that the inventor John Ericsson lived in the U.S.,1
It is the case either that the inventor Charles Francis Richter lived in France or that the inventor Charles Francis Richter lived in the U.S.,0
It is the case either that the inventor Grace Hopper lived in Scotland or that the inventor Grace Hopper lived in the U.S.,1
It is the case either that the inventor Elihu Thomson lived in Russia or that the inventor Elihu Thomson lived in the U.S.,1
It is the case either that the inventor Willis Carrier lived in Germany or that the inventor Willis Carrier lived in Italy.,0
It is the case either that the inventor Hans Lippershey lived in the U.K or that the inventor Hans Lippershey lived in the Netherlands.,1
It is the case either that the inventor Robert Moog lived in the U.S or that the inventor Robert Moog lived in the U.K.,1
It is the case either that the inventor Jack Kilby lived in the U.K or that the inventor Jack Kilby lived in the U.S.,1
It is the case either that the inventor László Bíró lived in the U.S or that the inventor László Bíró lived in Germany.,0
It is the case either that the inventor Benjamin Holt lived in the U.S or that the inventor Benjamin Holt lived in the U.K.,1
It is the case either that the inventor Josephine Cochrane lived in France or that the inventor Josephine Cochrane lived in Germany.,0
It is the case either that the inventor Ralph Benjamin lived in the U.S or that the inventor Ralph Benjamin lived in Italy.,0
It is the case either that the inventor Igor Sikorsky lived in Germany or that the inventor Igor Sikorsky lived in the U.S.,0
It is the case either that the inventor Whitcomb Judson lived in France or that the inventor Whitcomb Judson lived in the U.S.,1
It is the case either that the inventor Biruté Galdikas lived in the U.K or that the inventor Biruté Galdikas lived in France.,0
It is the case either that the inventor László Bíró lived in Hungary or that the inventor László Bíró lived in the U.S.,1
It is the case either that the inventor Christopher Cockerell lived in the U.S or that the inventor Christopher Cockerell lived in France.,0
It is the case either that the inventor Charles Macintosh lived in Italy or that the inventor Charles Macintosh lived in the U.S.,0
It is the case either that the inventor Charles Francis Jenkins lived in Italy or that the inventor Charles Francis Jenkins lived in Germany.,0
It is the case either that the inventor Hans Oersted lived in Italy or that the inventor Hans Oersted lived in the U.S.,0
It is the case either that the inventor Elihu Thomson lived in the U.S or that the inventor Elihu Thomson lived in Russia.,1
It is the case either that the inventor Christian Huygens lived in the U.K or that the inventor Christian Huygens lived in the Netherlands.,1
It is the case either that the inventor Igor Tamm lived in Scotland or that the inventor Igor Tamm lived in the U.S.,0
It is the case either that the inventor John Ericsson lived in Sweden or that the inventor John Ericsson lived in Scotland.,1
It is the case either that the inventor Joseph Glidden lived in the U.S or that the inventor Joseph Glidden lived in Germany.,1
It is the case either that the inventor James Starley lived in the U.S or that the inventor James Starley lived in the U.K.,1
It is the case either that the inventor Percy Spencer lived in the U.S or that the inventor Percy Spencer lived in Germany.,1
It is the case either that the inventor Igor Sikorsky lived in the U.S or that the inventor Igor Sikorsky lived in Poland/France.,0
It is the case either that the inventor Frank Bunker Gilbreth lived in the U.K or that the inventor Frank Bunker Gilbreth lived in Russia.,0
It is the case either that the inventor Samuel Morse lived in the U.S or that the inventor Samuel Morse lived in England.,1
It is the case either that the inventor Shinya Yamanaka lived in Germany or that the inventor Shinya Yamanaka lived in Japan.,1
It is the case either that the inventor Robert Adler lived in the U.S or that the inventor Robert Adler lived in the U.K.,0
It is the case either that the inventor Sir Humphry Davy lived in the U.K or that the inventor Sir Humphry Davy lived in Germany.,1
It is the case either that the inventor Nils Bohlin lived in Sweden or that the inventor Nils Bohlin lived in the U.K.,1
It is the case either that the inventor Antoine Lavoisier lived in the U.K or that the inventor Antoine Lavoisier lived in Austria.,0
It is the case either that the inventor Earle Dickson lived in the U.K or that the inventor Earle Dickson lived in the U.S.,1
It is the case either that the inventor Frederick McKinley Jones lived in France or that the inventor Frederick McKinley Jones lived in Japan.,0
It is the case either that the inventor Daniel Fahrenheit lived in the U.S or that the inventor Daniel Fahrenheit lived in Germany.,0
It is the case either that the inventor Sir Humphry Davy lived in China or that the inventor Sir Humphry Davy lived in the U.S.,0
It is the case either that the inventor Ernest Swinton lived in Japan or that the inventor Ernest Swinton lived in the U.S.,0
It is the case either that the inventor Evangelista Torricelli lived in Finland or that the inventor Evangelista Torricelli lived in the U.S.,0
It is the case either that the inventor Earle Dickson lived in Germany or that the inventor Earle Dickson lived in the U.S.,1
It is the case either that the inventor Leonardo da Vinci lived in the U.S or that the inventor Leonardo da Vinci lived in Poland/France.,0
It is the case either that the inventor Heinrich Göbel lived in the U.S or that the inventor Heinrich Göbel lived in the U.K.,0
It is the case either that the inventor Marie Curie lived in Hungary or that the inventor Marie Curie lived in the U.S.,0
It is the case either that the inventor Valdemar Poulsen lived in Scotland or that the inventor Valdemar Poulsen lived in the U.S.,0
It is the case either that the inventor Antoine Lavoisier lived in Austria or that the inventor Antoine Lavoisier lived in the U.K.,0
It is the case either that the inventor Carlos Glidden lived in the U.S or that the inventor Carlos Glidden lived in Canada.,1
It is the case either that the inventor Karl Landsteiner lived in the U.K or that the inventor Karl Landsteiner lived in Austria.,1
It is the case either that the inventor Galileo Galilei lived in Russia or that the inventor Galileo Galilei lived in the U.S.,0
It is the case either that the inventor George Washington Carver lived in the U.S or that the inventor George Washington Carver lived in Canada.,1
It is the case either that the inventor Ralph Benjamin lived in Italy or that the inventor Ralph Benjamin lived in Scotland.,0
It is the case either that the inventor Alec Jeffreys lived in France or that the inventor Alec Jeffreys lived in the U.K.,0
It is the case either that the inventor Heinrich Göbel lived in Germany or that the inventor Heinrich Göbel lived in Switzerland.,1
It is the case either that the inventor Yoshiro Nakamatsu lived in the U.K or that the inventor Yoshiro Nakamatsu lived in the U.S.,0
It is the case either that the inventor Thomas Edison lived in Denmark or that the inventor Thomas Edison lived in the U.S.,1
It is the case either that the inventor Fritz Pfleumer lived in Canada/the U.S or that the inventor Fritz Pfleumer lived in Italy.,0
It is the case either that the inventor Florence Parpart lived in the U.S or that the inventor Florence Parpart lived in the U.K.,1
It is the case either that the inventor Charles Francis Richter lived in Scotland or that the inventor Charles Francis Richter lived in the U.S.,1
It is the case either that the inventor Daniel Fahrenheit lived in Russia or that the inventor Daniel Fahrenheit lived in the U.S.,0
It is the case either that the inventor Edwin Link lived in the U.S or that the inventor Edwin Link lived in the U.K.,1
It is the case either that the inventor Yvonne Brill lived in the U.S or that the inventor Yvonne Brill lived in the U.K.,0
It is the case either that the inventor Tim Berners-Lee lived in the U.K or that the inventor Tim Berners-Lee lived in France.,1
It is the case either that the inventor Fridtjof Nansen lived in the U.S or that the inventor Fridtjof Nansen lived in the U.K.,0
It is the case either that the inventor Charles Goodyear lived in France or that the inventor Charles Goodyear lived in the U.S.,1
It is the case either that the inventor Yoshua Bengio lived in Austria or that the inventor Yoshua Bengio lived in Canada.,1
It is the case either that the inventor Narinder Singh Kapany lived in India or that the inventor Narinder Singh Kapany lived in the U.S.,1
It is the case either that the inventor Elisha Otis lived in France or that the inventor Elisha Otis lived in the U.S.,1
It is the case either that the inventor Earle Dickson lived in the U.K or that the inventor Earle Dickson lived in the U.S.,1
It is the case either that the inventor Hans Berger lived in the U.K or that the inventor Hans Berger lived in the U.S.,0
It is the case either that the inventor John Wesley Hyatt lived in the U.K or that the inventor John Wesley Hyatt lived in the U.S.,0
It is the case either that the inventor Godfrey Hounsfield lived in Russia or that the inventor Godfrey Hounsfield lived in Denmark.,0
It is the case either that the inventor Thomas Savery lived in the U.K or that the inventor Thomas Savery lived in the U.S.,1
It is the case either that the inventor Chester Carlson lived in the U.S or that the inventor Chester Carlson lived in the U.K.,0
It is the case either that the inventor Antoine Lavoisier lived in the U.K or that the inventor Antoine Lavoisier lived in Austria.,0
It is the case either that the inventor Frederick Walton lived in the U.K or that the inventor Frederick Walton lived in the U.S.,0
It is the case either that the inventor Thomas Savery lived in the U.S or that the inventor Thomas Savery lived in the U.K.,1
