statement,label
It is the case either that the bat is a mammal or that the bat is a bird.,1
It is the case either that the crocodile is a reptile or that the crocodile is a mammal.,0
It is the case either that the vulture is a mammal or that the vulture is a bird.,1
It is the case either that the shark is a fish or that the shark is a bird.,1
It is the case either that the penguin is a bird or that the penguin is a mammal.,1
It is the case either that the jellyfish is a mammal or that the jellyfish is a cnidarian.,1
It is the case either that the goldfish is a fish or that the goldfish is a bird.,1
It is the case either that the dog is a bird or that the dog is a mammal.,1
It is the case either that the moose is a mollusk or that the moose is a mammal.,1
It is the case either that the lobster is a crustacean or that the lobster is a bird.,1
It is the case either that the seahorse is a mammal or that the seahorse is a bird.,0
It is the case either that the parrot is a mammal or that the parrot is a bird.,0
It is the case either that the alpaca is a reptile or that the alpaca is a bird.,0
It is the case either that the sparrow is a fish or that the sparrow is a mammal.,0
It is the case either that the alpaca is a mammal or that the alpaca is a bird.,1
It is the case either that the giraffe is a mammal or that the giraffe is a bird.,1
It is the case either that the rabbit is a amphibian or that the rabbit is a mammal.,1
It is the case either that the swan is a cnidarian or that the swan is a reptile.,0
It is the case either that the wolverine is a cnidarian or that the wolverine is a mammal.,1
It is the case either that the hyena is a bird or that the hyena is a mammal.,0
It is the case either that the goldfish is a bird or that the goldfish is a mammal.,0
It is the case either that the dog is a reptile or that the dog is a mammal.,1
It is the case either that the jellyfish is a cnidarian or that the jellyfish is a reptile.,1
It is the case either that the manta ray is a mammal or that the manta ray is a reptile.,0
It is the case either that the leopard is a bird or that the leopard is a mammal.,1
It is the case either that the mongoose is a mollusk or that the mongoose is a bird.,0
It is the case either that the aardvark is a mammal or that the aardvark is a fish.,1
It is the case either that the gazelle is a reptile or that the gazelle is a mollusk.,0
It is the case either that the hummingbird is a fish or that the hummingbird is a bird.,1
It is the case either that the cassowary is a bird or that the cassowary is a mammal.,1
It is the case either that the ostrich is a bird or that the ostrich is a mammal.,1
It is the case either that the zebra is a fish or that the zebra is a mammal.,0
It is the case either that the raccoon is a mammal or that the raccoon is a mollusk.,0
It is the case either that the bison is a crustacean or that the bison is a mammal.,1
It is the case either that the goat is a reptile or that the goat is a mammal.,1
It is the case either that the iguana is a reptile or that the iguana is a mammal.,1
It is the case either that the squirrel is a bird or that the squirrel is a mammal.,0
It is the case either that the peacock is a bird or that the peacock is a mammal.,0
It is the case either that the llama is a mammal or that the llama is a bird.,1
It is the case either that the axolotl is a amphibian or that the axolotl is a mollusk.,1
It is the case either that the camel is a mammal or that the camel is a reptile.,1
It is the case either that the walrus is a mollusk or that the walrus is a mammal.,1
It is the case either that the frog is a bird or that the frog is a fish.,0
It is the case either that the goldfish is a fish or that the goldfish is a reptile.,1
It is the case either that the koala is a mammal or that the koala is a fish.,0
It is the case either that the camel is a bird or that the camel is a mammal.,1
It is the case either that the hedgehog is a mammal or that the hedgehog is a reptile.,1
It is the case either that the flamingo is a bird or that the flamingo is a mammal.,1
It is the case either that the beaver is a mammal or that the beaver is a fish.,1
It is the case either that the flamingo is a mammal or that the flamingo is a bird.,0
It is the case either that the peacock is a mammal or that the peacock is a bird.,0
It is the case either that the cassowary is a mammal or that the cassowary is a reptile.,0
It is the case either that the moose is a bird or that the moose is a mammal.,1
It is the case either that the dolphin is a mammal or that the dolphin is a crustacean.,0
It is the case either that the cassowary is a mammal or that the cassowary is a crustacean.,0
It is the case either that the tortoise is a cnidarian or that the tortoise is a mammal.,0
It is the case either that the gecko is a crustacean or that the gecko is a fish.,0
It is the case either that the iguana is a reptile or that the iguana is a bird.,1
It is the case either that the hamster is a reptile or that the hamster is a mammal.,1
It is the case either that the moose is a mammal or that the moose is a crustacean.,1
It is the case either that the rat is a mammal or that the rat is a bird.,0
It is the case either that the giraffe is a mammal or that the giraffe is a crustacean.,0
It is the case either that the rat is a bird or that the rat is a mammal.,0
It is the case either that the hamster is a mammal or that the hamster is a fish.,0
It is the case either that the kangaroo is a mammal or that the kangaroo is a crustacean.,0
It is the case either that the iguana is a bird or that the iguana is a reptile.,0
It is the case either that the tortoise is a cnidarian or that the tortoise is a fish.,0
It is the case either that the zebra is a mammal or that the zebra is a fish.,1
It is the case either that the hyena is a bird or that the hyena is a mammal.,1
It is the case either that the frog is a amphibian or that the frog is a bird.,1
It is the case either that the crocodile is a bird or that the crocodile is a reptile.,1
It is the case either that the crocodile is a mammal or that the crocodile is a reptile.,1
It is the case either that the horse is a mammal or that the horse is a fish.,1
It is the case either that the pigeon is a bird or that the pigeon is a mammal.,0
It is the case either that the giant anteater is a bird or that the giant anteater is a fish.,0
It is the case either that the pigeon is a bird or that the pigeon is a mammal.,0
It is the case either that the peacock is a bird or that the peacock is a mammal.,1
It is the case either that the panda is a bird or that the panda is a mammal.,1
It is the case either that the otter is a crustacean or that the otter is a mammal.,1
It is the case either that the lion is a mammal or that the lion is a bird.,0
It is the case either that the camel is a mammal or that the camel is a fish.,1
It is the case either that the dog is a bird or that the dog is a mammal.,0
It is the case either that the goldfish is a bird or that the goldfish is a mammal.,0
It is the case either that the rabbit is a arachnid or that the rabbit is a mammal.,1
It is the case either that the snake is a mammal or that the snake is a reptile.,1
It is the case either that the frog is a fish or that the frog is a amphibian.,1
It is the case either that the sparrow is a mollusk or that the sparrow is a mammal.,0
It is the case either that the pigeon is a mammal or that the pigeon is a fish.,0
It is the case either that the skunk is a reptile or that the skunk is a mammal.,0
It is the case either that the goldfish is a mammal or that the goldfish is a fish.,1
It is the case either that the seahorse is a mollusk or that the seahorse is a fish.,1
It is the case either that the cheetah is a mammal or that the cheetah is a insect.,0
It is the case either that the whale is a bird or that the whale is a mammal.,1
It is the case either that the octopus is a mammal or that the octopus is a fish.,0
It is the case either that the goat is a mammal or that the goat is a fish.,1
It is the case either that the narwhal is a mammal or that the narwhal is a bird.,0
It is the case either that the mongoose is a bird or that the mongoose is a mammal.,1
It is the case either that the cheetah is a mammal or that the cheetah is a fish.,1
It is the case either that the kangaroo is a mammal or that the kangaroo is a bird.,1
It is the case either that the cheetah is a insect or that the cheetah is a mammal.,0
It is the case either that the horse is a mollusk or that the horse is a mammal.,0
It is the case either that the frog is a bird or that the frog is a mammal.,0
It is the case either that the axolotl is a reptile or that the axolotl is a mammal.,0
It is the case either that the camel is a mammal or that the camel is a amphibian.,0
It is the case either that the sparrow is a reptile or that the sparrow is a mammal.,0
It is the case either that the frog is a bird or that the frog is a amphibian.,1
It is the case either that the kangaroo is a crustacean or that the kangaroo is a mammal.,0
It is the case either that the shark is a mammal or that the shark is a bird.,0
It is the case either that the gazelle is a mollusk or that the gazelle is a bird.,0
It is the case either that the walrus is a mammal or that the walrus is a fish.,1
It is the case either that the whale is a fish or that the whale is a bird.,0
It is the case either that the seagull is a mammal or that the seagull is a bird.,1
It is the case either that the jellyfish is a cnidarian or that the jellyfish is a bird.,1
It is the case either that the armadillo is a mammal or that the armadillo is a reptile.,0
It is the case either that the flamingo is a mammal or that the flamingo is a bird.,0
It is the case either that the ostrich is a fish or that the ostrich is a mammal.,0
It is the case either that the dolphin is a bird or that the dolphin is a crustacean.,0
It is the case either that the skunk is a reptile or that the skunk is a crustacean.,0
It is the case either that the squirrel is a mammal or that the squirrel is a reptile.,1
It is the case either that the beaver is a mammal or that the beaver is a bird.,1
It is the case either that the gazelle is a mammal or that the gazelle is a reptile.,1
It is the case either that the narwhal is a mammal or that the narwhal is a mollusk.,1
It is the case either that the moose is a mammal or that the moose is a bird.,1
It is the case either that the bison is a amphibian or that the bison is a fish.,0
It is the case either that the llama is a mammal or that the llama is a bird.,1
It is the case either that the hummingbird is a mammal or that the hummingbird is a bird.,1
It is the case either that the mongoose is a mammal or that the mongoose is a fish.,1
It is the case either that the tarantula is a bird or that the tarantula is a insect.,0
It is the case either that the jellyfish is a bird or that the jellyfish is a mammal.,0
It is the case either that the whale is a fish or that the whale is a reptile.,0
It is the case either that the panda is a mammal or that the panda is a fish.,1
It is the case either that the lobster is a bird or that the lobster is a mammal.,0
It is the case either that the tuna is a mammal or that the tuna is a bird.,0
It is the case either that the otter is a amphibian or that the otter is a mammal.,1
It is the case either that the walrus is a bird or that the walrus is a mollusk.,0
It is the case either that the tortoise is a reptile or that the tortoise is a mammal.,1
It is the case either that the tarantula is a mammal or that the tarantula is a insect.,0
It is the case either that the pigeon is a mammal or that the pigeon is a fish.,0
It is the case either that the leopard is a mammal or that the leopard is a bird.,0
It is the case either that the skunk is a mammal or that the skunk is a reptile.,1
It is the case either that the rat is a fish or that the rat is a mammal.,1
It is the case either that the swan is a reptile or that the swan is a bird.,0
It is the case either that the salmon is a bird or that the salmon is a fish.,1
It is the case either that the moose is a mammal or that the moose is a amphibian.,1
It is the case either that the gazelle is a mammal or that the gazelle is a mollusk.,0
It is the case either that the platypus is a cnidarian or that the platypus is a bird.,0
It is the case either that the tapir is a bird or that the tapir is a mammal.,0
It is the case either that the hamster is a mammal or that the hamster is a fish.,1
It is the case either that the manta ray is a mammal or that the manta ray is a bird.,0
It is the case either that the salmon is a fish or that the salmon is a mammal.,1
It is the case either that the gecko is a reptile or that the gecko is a bird.,1
It is the case either that the hamster is a fish or that the hamster is a bird.,0
It is the case either that the rabbit is a mammal or that the rabbit is a cnidarian.,1
It is the case either that the rabbit is a bird or that the rabbit is a mammal.,0
It is the case either that the rhinoceros is a mammal or that the rhinoceros is a reptile.,0
It is the case either that the cheetah is a mammal or that the cheetah is a bird.,1
It is the case either that the armadillo is a mammal or that the armadillo is a bird.,1
It is the case either that the beaver is a mammal or that the beaver is a bird.,1
It is the case either that the dolphin is a crustacean or that the dolphin is a mammal.,0
It is the case either that the giant anteater is a fish or that the giant anteater is a mammal.,0
It is the case either that the lion is a insect or that the lion is a bird.,0
It is the case either that the deer is a amphibian or that the deer is a bird.,0
It is the case either that the leopard is a mollusk or that the leopard is a mammal.,1
It is the case either that the axolotl is a amphibian or that the axolotl is a bird.,1
It is the case either that the manta ray is a mammal or that the manta ray is a bird.,0
It is the case either that the chimpanzee is a fish or that the chimpanzee is a bird.,0
It is the case either that the platypus is a bird or that the platypus is a mammal.,0
It is the case either that the penguin is a mollusk or that the penguin is a bird.,1
It is the case either that the rat is a mammal or that the rat is a reptile.,1
It is the case either that the otter is a bird or that the otter is a fish.,0
It is the case either that the flamingo is a mammal or that the flamingo is a crustacean.,0
It is the case either that the tuna is a fish or that the tuna is a mammal.,0
It is the case either that the frog is a bird or that the frog is a amphibian.,1
It is the case either that the eagle is a mammal or that the eagle is a amphibian.,0
It is the case either that the whale is a fish or that the whale is a mammal.,0
It is the case either that the rat is a mammal or that the rat is a reptile.,1
It is the case either that the whale is a mammal or that the whale is a bird.,1
It is the case either that the pigeon is a bird or that the pigeon is a mammal.,0
It is the case either that the platypus is a mammal or that the platypus is a crustacean.,1
It is the case either that the sea turtle is a fish or that the sea turtle is a mammal.,0
It is the case either that the octopus is a fish or that the octopus is a bird.,0
It is the case either that the camel is a mammal or that the camel is a amphibian.,0
It is the case either that the frog is a mammal or that the frog is a bird.,0
It is the case either that the lobster is a crustacean or that the lobster is a mammal.,1
It is the case either that the ostrich is a mollusk or that the ostrich is a bird.,1
It is the case either that the goldfish is a mammal or that the goldfish is a fish.,1
It is the case either that the swan is a bird or that the swan is a mollusk.,1
It is the case either that the giant anteater is a fish or that the giant anteater is a amphibian.,0
It is the case either that the tuna is a reptile or that the tuna is a fish.,1
It is the case either that the zebra is a bird or that the zebra is a mammal.,1
It is the case either that the octopus is a mammal or that the octopus is a fish.,0
It is the case either that the dolphin is a bird or that the dolphin is a mammal.,1
It is the case either that the zebra is a fish or that the zebra is a mammal.,0
It is the case either that the hyena is a bird or that the hyena is a mammal.,1
It is the case either that the sparrow is a fish or that the sparrow is a mammal.,0
It is the case either that the penguin is a bird or that the penguin is a cnidarian.,1
It is the case either that the swan is a cnidarian or that the swan is a reptile.,0
It is the case either that the axolotl is a reptile or that the axolotl is a insect.,0
It is the case either that the salmon is a mammal or that the salmon is a reptile.,0
It is the case either that the raccoon is a mollusk or that the raccoon is a mammal.,0
It is the case either that the pigeon is a mammal or that the pigeon is a bird.,1
It is the case either that the sea turtle is a fish or that the sea turtle is a bird.,0
It is the case either that the cat is a bird or that the cat is a crustacean.,0
It is the case either that the cow is a fish or that the cow is a bird.,0
It is the case either that the horse is a mammal or that the horse is a bird.,1
It is the case either that the platypus is a reptile or that the platypus is a mammal.,1
It is the case either that the gorilla is a mammal or that the gorilla is a fish.,1
It is the case either that the salmon is a mammal or that the salmon is a reptile.,0
It is the case either that the goat is a mammal or that the goat is a bird.,0
It is the case either that the snake is a reptile or that the snake is a bird.,1
It is the case either that the swan is a mammal or that the swan is a bird.,1
It is the case either that the armadillo is a mammal or that the armadillo is a reptile.,0
It is the case either that the jellyfish is a bird or that the jellyfish is a cnidarian.,1
It is the case either that the deer is a fish or that the deer is a bird.,0
It is the case either that the tuna is a mammal or that the tuna is a amphibian.,0
It is the case either that the skunk is a fish or that the skunk is a reptile.,0
It is the case either that the penguin is a mammal or that the penguin is a reptile.,0
It is the case either that the pigeon is a bird or that the pigeon is a fish.,1
It is the case either that the narwhal is a insect or that the narwhal is a mammal.,1
It is the case either that the slug is a mollusk or that the slug is a fish.,1
It is the case either that the leopard is a fish or that the leopard is a bird.,0
It is the case either that the hippopotamus is a mammal or that the hippopotamus is a reptile.,0
It is the case either that the armadillo is a crustacean or that the armadillo is a reptile.,0
It is the case either that the lobster is a reptile or that the lobster is a mammal.,0
It is the case either that the alpaca is a bird or that the alpaca is a fish.,0
It is the case either that the koala is a reptile or that the koala is a mammal.,1
It is the case either that the seagull is a bird or that the seagull is a mammal.,1
It is the case either that the lion is a bird or that the lion is a amphibian.,0
It is the case either that the tarantula is a insect or that the tarantula is a bird.,0
It is the case either that the parrot is a mammal or that the parrot is a reptile.,0
It is the case either that the axolotl is a reptile or that the axolotl is a mammal.,0
It is the case either that the lion is a mammal or that the lion is a bird.,0
It is the case either that the seagull is a bird or that the seagull is a amphibian.,1
It is the case either that the eagle is a bird or that the eagle is a mammal.,0
It is the case either that the horse is a mollusk or that the horse is a amphibian.,0
It is the case either that the dog is a mammal or that the dog is a bird.,0
It is the case either that the hummingbird is a mammal or that the hummingbird is a bird.,1
It is the case either that the alpaca is a mammal or that the alpaca is a bird.,0
It is the case either that the leopard is a bird or that the leopard is a mammal.,0
It is the case either that the armadillo is a mollusk or that the armadillo is a mammal.,1
It is the case either that the aardvark is a mammal or that the aardvark is a bird.,1
It is the case either that the slug is a mammal or that the slug is a bird.,0
It is the case either that the mongoose is a mammal or that the mongoose is a bird.,0
It is the case either that the alpaca is a mammal or that the alpaca is a fish.,1
It is the case either that the deer is a mammal or that the deer is a bird.,1
It is the case either that the panda is a bird or that the panda is a mammal.,1
It is the case either that the lion is a bird or that the lion is a mammal.,0
It is the case either that the hedgehog is a mammal or that the hedgehog is a reptile.,1
It is the case either that the porcupine is a bird or that the porcupine is a mammal.,0
It is the case either that the rabbit is a fish or that the rabbit is a mammal.,1
It is the case either that the aardvark is a fish or that the aardvark is a mammal.,0
It is the case either that the bat is a bird or that the bat is a amphibian.,0
It is the case either that the flamingo is a cnidarian or that the flamingo is a mammal.,0
It is the case either that the goat is a bird or that the goat is a mammal.,0
It is the case either that the crocodile is a bird or that the crocodile is a mammal.,0
It is the case either that the swan is a bird or that the swan is a reptile.,0
It is the case either that the jellyfish is a bird or that the jellyfish is a mammal.,0
It is the case either that the seahorse is a fish or that the seahorse is a amphibian.,1
It is the case either that the goldfish is a fish or that the goldfish is a bird.,1
It is the case either that the salmon is a reptile or that the salmon is a crustacean.,0
It is the case either that the octopus is a mollusk or that the octopus is a crustacean.,1
It is the case either that the snake is a reptile or that the snake is a bird.,1
It is the case either that the bee is a insect or that the bee is a bird.,1
It is the case either that the leopard is a mammal or that the leopard is a bird.,1
It is the case either that the slug is a mammal or that the slug is a mollusk.,1
It is the case either that the gecko is a mammal or that the gecko is a crustacean.,0
It is the case either that the shark is a mammal or that the shark is a fish.,1
It is the case either that the gorilla is a amphibian or that the gorilla is a mammal.,0
It is the case either that the tuna is a mammal or that the tuna is a fish.,1
It is the case either that the bat is a mammal or that the bat is a reptile.,1
It is the case either that the penguin is a mammal or that the penguin is a bird.,0
It is the case either that the giraffe is a mammal or that the giraffe is a insect.,1
It is the case either that the hamster is a bird or that the hamster is a fish.,0
It is the case either that the moose is a bird or that the moose is a mammal.,0
It is the case either that the swan is a reptile or that the swan is a mammal.,0
It is the case either that the tapir is a bird or that the tapir is a mammal.,1
It is the case either that the giant anteater is a fish or that the giant anteater is a mammal.,0
It is the case either that the walrus is a bird or that the walrus is a mammal.,1
It is the case either that the seagull is a bird or that the seagull is a mammal.,1
It is the case either that the snake is a fish or that the snake is a bird.,0
It is the case either that the chimpanzee is a fish or that the chimpanzee is a mammal.,1
It is the case either that the kangaroo is a fish or that the kangaroo is a mammal.,1
It is the case either that the dolphin is a mammal or that the dolphin is a bird.,1
It is the case either that the pigeon is a mammal or that the pigeon is a fish.,0
It is the case either that the parrot is a bird or that the parrot is a mammal.,1
It is the case either that the camel is a mammal or that the camel is a amphibian.,0
It is the case either that the cow is a bird or that the cow is a mammal.,0
It is the case either that the flamingo is a mollusk or that the flamingo is a bird.,1
It is the case either that the rat is a bird or that the rat is a amphibian.,0
It is the case either that the frog is a mammal or that the frog is a bird.,0
It is the case either that the tiger is a mammal or that the tiger is a bird.,1
It is the case either that the whale is a insect or that the whale is a mammal.,1
It is the case either that the jellyfish is a mammal or that the jellyfish is a reptile.,0
It is the case either that the shark is a bird or that the shark is a mammal.,0
It is the case either that the bat is a mammal or that the bat is a bird.,1
It is the case either that the cow is a bird or that the cow is a mammal.,0
It is the case either that the tapir is a mammal or that the tapir is a bird.,1
It is the case either that the gazelle is a mammal or that the gazelle is a mollusk.,0
It is the case either that the raccoon is a mammal or that the raccoon is a bird.,1
It is the case either that the parrot is a reptile or that the parrot is a bird.,1
It is the case either that the porcupine is a bird or that the porcupine is a mammal.,1
It is the case either that the hedgehog is a fish or that the hedgehog is a mammal.,1
It is the case either that the bee is a mammal or that the bee is a insect.,1
It is the case either that the hedgehog is a mammal or that the hedgehog is a amphibian.,1
It is the case either that the tiger is a cnidarian or that the tiger is a mammal.,1
It is the case either that the walrus is a fish or that the walrus is a mollusk.,0
It is the case either that the porcupine is a mammal or that the porcupine is a fish.,1
It is the case either that the tarantula is a mammal or that the tarantula is a arachnid.,1
It is the case either that the zebra is a mammal or that the zebra is a reptile.,1
It is the case either that the sea turtle is a mammal or that the sea turtle is a fish.,0
It is the case either that the flamingo is a bird or that the flamingo is a mammal.,1
It is the case either that the flamingo is a reptile or that the flamingo is a bird.,1
It is the case either that the lobster is a crustacean or that the lobster is a amphibian.,1
It is the case either that the salmon is a fish or that the salmon is a mammal.,1
It is the case either that the wolverine is a fish or that the wolverine is a bird.,0
It is the case either that the hummingbird is a mammal or that the hummingbird is a insect.,0
It is the case either that the jellyfish is a bird or that the jellyfish is a mammal.,0
It is the case either that the flamingo is a mammal or that the flamingo is a bird.,1
It is the case either that the platypus is a bird or that the platypus is a mammal.,1
It is the case either that the whale is a bird or that the whale is a mammal.,1
It is the case either that the shark is a mammal or that the shark is a fish.,1
It is the case either that the cow is a mammal or that the cow is a bird.,0
It is the case either that the cat is a mammal or that the cat is a reptile.,1
It is the case either that the penguin is a bird or that the penguin is a mammal.,1
It is the case either that the cat is a bird or that the cat is a fish.,0
It is the case either that the salmon is a mammal or that the salmon is a reptile.,0
It is the case either that the bison is a mammal or that the bison is a fish.,1
It is the case either that the moose is a mammal or that the moose is a crustacean.,1
It is the case either that the eagle is a bird or that the eagle is a mammal.,1
It is the case either that the panda is a mammal or that the panda is a bird.,1
It is the case either that the seahorse is a fish or that the seahorse is a mammal.,1
It is the case either that the mongoose is a mammal or that the mongoose is a bird.,0
It is the case either that the jellyfish is a fish or that the jellyfish is a mammal.,0
It is the case either that the bat is a bird or that the bat is a mammal.,0
It is the case either that the zebra is a crustacean or that the zebra is a fish.,0
It is the case either that the axolotl is a reptile or that the axolotl is a mammal.,0
It is the case either that the skunk is a mammal or that the skunk is a reptile.,0
It is the case either that the octopus is a fish or that the octopus is a bird.,0
It is the case either that the tuna is a mammal or that the tuna is a fish.,1
It is the case either that the koala is a mammal or that the koala is a bird.,1
It is the case either that the gazelle is a mammal or that the gazelle is a bird.,1
It is the case either that the jellyfish is a reptile or that the jellyfish is a mammal.,0
It is the case either that the gecko is a crustacean or that the gecko is a bird.,0
It is the case either that the skunk is a mammal or that the skunk is a fish.,1
It is the case either that the eagle is a mammal or that the eagle is a bird.,1
It is the case either that the flamingo is a amphibian or that the flamingo is a bird.,1
It is the case either that the platypus is a bird or that the platypus is a mammal.,0
It is the case either that the tiger is a mammal or that the tiger is a bird.,1
It is the case either that the rhinoceros is a reptile or that the rhinoceros is a mammal.,1
It is the case either that the bison is a fish or that the bison is a mammal.,1
It is the case either that the rabbit is a fish or that the rabbit is a bird.,0
It is the case either that the penguin is a mammal or that the penguin is a amphibian.,0
It is the case either that the iguana is a mammal or that the iguana is a bird.,0
It is the case either that the axolotl is a amphibian or that the axolotl is a fish.,1
It is the case either that the slug is a mammal or that the slug is a mollusk.,1
It is the case either that the narwhal is a reptile or that the narwhal is a bird.,0
It is the case either that the kangaroo is a mammal or that the kangaroo is a bird.,1
It is the case either that the frog is a bird or that the frog is a mammal.,0
It is the case either that the flamingo is a crustacean or that the flamingo is a bird.,1
It is the case either that the salmon is a fish or that the salmon is a mammal.,1
It is the case either that the shark is a bird or that the shark is a mammal.,0
It is the case either that the sparrow is a bird or that the sparrow is a crustacean.,1
It is the case either that the cat is a bird or that the cat is a mollusk.,0
It is the case either that the vulture is a mammal or that the vulture is a bird.,1
It is the case either that the bat is a mammal or that the bat is a bird.,1
It is the case either that the aardvark is a mammal or that the aardvark is a crustacean.,1
It is the case either that the ostrich is a mollusk or that the ostrich is a fish.,0
It is the case either that the rabbit is a mammal or that the rabbit is a bird.,1
It is the case either that the tarantula is a insect or that the tarantula is a mammal.,0
It is the case either that the aardvark is a fish or that the aardvark is a mammal.,0
It is the case either that the bat is a bird or that the bat is a mammal.,1
It is the case either that the walrus is a mammal or that the walrus is a mollusk.,0
It is the case either that the mongoose is a mammal or that the mongoose is a bird.,0
It is the case either that the dolphin is a mammal or that the dolphin is a reptile.,1
It is the case either that the flamingo is a mammal or that the flamingo is a bird.,0
It is the case either that the alpaca is a bird or that the alpaca is a mammal.,0
It is the case either that the porcupine is a bird or that the porcupine is a mammal.,1
It is the case either that the tuna is a mammal or that the tuna is a fish.,1
It is the case either that the lobster is a mammal or that the lobster is a mollusk.,0
It is the case either that the octopus is a mollusk or that the octopus is a bird.,1
It is the case either that the whale is a fish or that the whale is a bird.,0
It is the case either that the skunk is a bird or that the skunk is a mammal.,1
It is the case either that the iguana is a cnidarian or that the iguana is a bird.,0
It is the case either that the bee is a bird or that the bee is a insect.,1
It is the case either that the tiger is a fish or that the tiger is a mammal.,1
It is the case either that the hamster is a mammal or that the hamster is a fish.,0
It is the case either that the wolverine is a bird or that the wolverine is a mammal.,0
It is the case either that the tarantula is a bird or that the tarantula is a insect.,0
It is the case either that the seahorse is a bird or that the seahorse is a fish.,1
It is the case either that the deer is a mammal or that the deer is a bird.,0
It is the case either that the axolotl is a amphibian or that the axolotl is a mammal.,1
It is the case either that the crocodile is a reptile or that the crocodile is a mammal.,1
It is the case either that the leopard is a crustacean or that the leopard is a mammal.,1
It is the case either that the gecko is a crustacean or that the gecko is a bird.,0
It is the case either that the kangaroo is a mammal or that the kangaroo is a reptile.,1
It is the case either that the camel is a fish or that the camel is a mammal.,1
It is the case either that the sea turtle is a fish or that the sea turtle is a mammal.,0
It is the case either that the tortoise is a reptile or that the tortoise is a mammal.,1
It is the case either that the narwhal is a bird or that the narwhal is a mammal.,0
It is the case either that the slug is a reptile or that the slug is a mollusk.,1
It is the case either that the moose is a mammal or that the moose is a crustacean.,1
It is the case either that the hippopotamus is a mammal or that the hippopotamus is a bird.,1
It is the case either that the sea turtle is a fish or that the sea turtle is a cnidarian.,0
It is the case either that the horse is a mollusk or that the horse is a amphibian.,0
It is the case either that the flamingo is a crustacean or that the flamingo is a mammal.,0
It is the case either that the parrot is a mollusk or that the parrot is a mammal.,0
It is the case either that the tapir is a mammal or that the tapir is a fish.,1
It is the case either that the chicken is a mammal or that the chicken is a bird.,0
It is the case either that the otter is a bird or that the otter is a fish.,0
It is the case either that the hedgehog is a bird or that the hedgehog is a mammal.,0
It is the case either that the whale is a fish or that the whale is a mollusk.,0
It is the case either that the frog is a mammal or that the frog is a amphibian.,1
It is the case either that the kangaroo is a fish or that the kangaroo is a mammal.,1
It is the case either that the seagull is a mammal or that the seagull is a amphibian.,0
It is the case either that the raccoon is a bird or that the raccoon is a mammal.,1
It is the case either that the slug is a mollusk or that the slug is a mammal.,1
It is the case either that the hyena is a reptile or that the hyena is a mammal.,1
It is the case either that the beaver is a mammal or that the beaver is a bird.,0
It is the case either that the frog is a mammal or that the frog is a amphibian.,1
It is the case either that the lion is a bird or that the lion is a reptile.,0
It is the case either that the hyena is a mammal or that the hyena is a insect.,1
It is the case either that the elephant is a bird or that the elephant is a reptile.,0
It is the case either that the lion is a bird or that the lion is a mammal.,0
It is the case either that the rabbit is a mammal or that the rabbit is a fish.,1
It is the case either that the skunk is a mammal or that the skunk is a bird.,1
It is the case either that the penguin is a mammal or that the penguin is a fish.,0
It is the case either that the walrus is a mollusk or that the walrus is a mammal.,1
It is the case either that the dolphin is a crustacean or that the dolphin is a bird.,0
It is the case either that the bat is a bird or that the bat is a reptile.,0
It is the case either that the axolotl is a mammal or that the axolotl is a reptile.,0
It is the case either that the hummingbird is a mammal or that the hummingbird is a bird.,0
